run,Position,Velocity,TorqueForce,TorqueGeneratingCurrent,timestamp,timestepsns,timestepsms,a_ziel,v_ziel,Amplitude,Messzeitms
62,0.002400000113993883,0.0,0.029999999329447746,0.13699999451637268,705428554961,0,0.0,489.0,41,32,3379.170773
62,0.002400000113993883,0.0,0.03999999910593033,0.18199999630451202,705456555169,28000208,28.000208,489.0,41,32,3379.170773
62,0.022199999541044235,418.85400390625,0.05000000074505806,0.19099999964237213,705480566603,52011642,52.011642,489.0,41,32,3379.170773
62,0.1987999975681305,711.822998046875,0.05000000074505806,0.18799999356269836,705504557642,76002681,76.002681,489.0,41,32,3379.170773
62,0.52920001745224,1174.1639404296875,0.05999999865889549,0.2029999941587448,705528556923,100001962,100.001962,489.0,41,32,3379.170773
62,1.0669000148773193,1631.927978515625,0.05000000074505806,0.19699999690055847,705552558230,124003269,124.003269,489.0,41,32,3379.170773
62,1.7447999715805054,1918.030029296875,0.05000000074505806,0.17800000309944153,705576555136,148000175,148.000175,489.0,41,32,3379.170773
62,2.53410005569458,2025.60400390625,0.05000000074505806,0.17599999904632568,705600567896,172012935,172.012935,489.0,41,32,3379.170773
62,3.378700017929077,2188.110107421875,0.05000000074505806,0.1809999942779541,705624558656,196003695,196.003695,489.0,41,32,3379.170773
62,4.267000198364258,2284.240966796875,0.05000000074505806,0.1809999942779541,705648557029,220002068,220.002068,489.0,41,32,3379.170773
62,5.188000202178955,2414.702880859375,0.05000000074505806,0.17399999499320984,705672554145,243999184,243.999184,489.0,41,32,3379.170773
62,6.138199806213379,2259.06396484375,0.05999999865889549,0.1860000044107437,705696556080,268001119,268.001119,489.0,41,32,3379.170773
62,7.090099811553955,2412.4150390625,0.05000000074505806,0.22200000286102295,705720565558,292010597,292.010597,489.0,41,32,3379.170773
62,8.05370044708252,2414.702880859375,0.05999999865889549,0.23399999737739563,705744558553,316003592,316.003592,489.0,41,32,3379.170773
62,9.02400016784668,2435.302978515625,0.05999999865889549,0.2150000035762787,705768556926,340001965,340.001965,489.0,41,32,3379.170773
62,10.007499694824219,2394.10400390625,0.05999999865889549,0.19900000095367432,705792554740,363999779,363.999779,489.0,41,32,3379.170773
62,10.98330020904541,2485.656982421875,0.05000000074505806,0.21899999678134918,705816555977,388001016,388.001016,489.0,41,32,3379.170773
62,11.96780014038086,2469.635009765625,0.05000000074505806,0.1979999989271164,705840565175,412010214,412.010214,489.0,41,32,3379.170773
62,12.94890022277832,2400.970947265625,0.05999999865889549,0.19699999690055847,705864557891,436002930,436.00293,489.0,41,32,3379.170773
62,13.929499626159668,2465.056884765625,0.05000000074505806,0.1860000044107437,705888555635,460000674,460.000674,489.0,41,32,3379.170773
62,14.91450023651123,2446.7470703125,0.05000000074505806,0.18400000035762787,705912554567,483999606,483.999606,489.0,41,32,3379.170773
62,15.89780044555664,2446.7470703125,0.05000000074505806,0.19699999690055847,705936555594,508000633,508.000633,489.0,41,32,3379.170773
62,16.880399703979492,2426.14794921875,0.05000000074505806,0.20200000703334808,705960563954,532008993,532.008993,489.0,41,32,3379.170773
62,17.856700897216797,2474.212890625,0.05999999865889549,0.20399999618530273,705984557019,556002058,556.002058,489.0,41,32,3379.170773
62,18.839799880981445,2485.656982421875,0.05999999865889549,0.19900000095367432,706008556091,580001130,580.00113,489.0,41,32,3379.170773
62,19.827899932861328,2478.7900390625,0.05999999865889549,0.21899999678134918,706032553835,603998874,603.998874,489.0,41,32,3379.170773
62,20.81089973449707,2490.235107421875,0.05999999865889549,0.22300000488758087,706056555561,628000600,628.0006,489.0,41,32,3379.170773
62,21.799999237060547,2426.14794921875,0.05000000074505806,0.20499999821186066,706080564968,652010007,652.010007,489.0,41,32,3379.170773
62,22.779699325561523,2494.81201171875,0.05999999865889549,0.20999999344348907,706104557126,676002165,676.002165,489.0,41,32,3379.170773
62,23.763999938964844,2481.0791015625,0.05000000074505806,0.19599999487400055,706128555987,700001026,700.001026,489.0,41,32,3379.170773
62,24.754199981689453,2449.035888671875,0.05000000074505806,0.1850000023841858,706152556805,724001844,724.001844,489.0,41,32,3379.170773
62,25.738399505615234,2453.613037109375,0.05000000074505806,0.17499999701976776,706176555178,748000217,748.000217,489.0,41,32,3379.170773
62,26.722200393676758,2412.4150390625,0.05000000074505806,0.1899999976158142,706200566262,772011301,772.011301,489.0,41,32,3379.170773
62,27.701499938964844,2467.345947265625,0.05000000074505806,0.19499999284744263,706228555017,800000056,800.000056,489.0,41,32,3379.170773
62,28.830900192260742,2300.262939453125,0.05000000074505806,0.16899999976158142,706252556951,824001990,824.00199,489.0,41,32,3379.170773
62,29.705699920654297,1929.4739990234375,0.03999999910593033,0.17599999904632568,706276556372,848001411,848.001411,489.0,41,32,3379.170773
62,30.42840003967285,1451.1109619140625,0.05000000074505806,0.16599999368190765,706300564174,872009213,872.009213,489.0,41,32,3379.170773
62,30.949499130249023,945.281982421875,0.03999999910593033,0.15700000524520874,706324555842,896000881,896.000881,489.0,41,32,3379.170773
62,31.246599197387695,341.03399658203125,0.03999999910593033,0.15800000727176666,706348556659,920001698,920.001698,489.0,41,32,3379.170773
62,31.315799713134766,-9.154999732971191,0.0,-0.10899999737739563,706372554334,943999373,943.999373,489.0,41,32,3379.170773
62,31.188800811767578,-908.6610107421875,-0.05999999865889549,-0.20600000023841858,706396555431,968000470,968.00047,489.0,41,32,3379.170773
62,30.725900650024414,-1412.2010498046875,-0.05999999865889549,-0.20999999344348907,706420560997,992006036,992.006036,489.0,41,32,3379.170773
62,30.092500686645508,-1867.676025390625,-0.05000000074505806,-0.210999995470047,706444557904,1016002943,1016.002943,489.0,41,32,3379.170773
62,29.33300018310547,-1986.6939697265625,-0.05000000074505806,-0.1979999989271164,706468554950,1039999989,1039.999989,489.0,41,32,3379.170773
